version,filename,review_reasons
20260531223000,20260531223000_creator_subscriptions_server_gate.sql,"statement classes outside the verifier; dropped policy still live: creator_subscriptions|cs_ins"
20260531224500,20260531224500_paid_content_access_server_gate.sql,"statement classes outside the verifier; dropped policy still live: paid_content_access|pca_ins"
20260531230000,20260531230000_creator_tips_server_gate.sql,"statement classes outside the verifier; dropped policy still live: creator_tips|ct_ins"
20260531231500,20260531231500_fan_badges_server_gate.sql,"statement classes outside the verifier; dropped policy still live: fan_badges|fb_ins"
20260531233000,20260531233000_creator_milestones_server_gate.sql,"statement classes outside the verifier"
20260531234500,20260531234500_creator_profile_protected_fields_server_gate.sql,"statement classes outside the verifier; function missing: prevent_direct_creator_payout_profile_writes"
20260601000000,20260601000000_revoke_anon_execute_admin_rpcs.sql,"data effects (INSERT/UPDATE/DELETE); policy missing: salon_color_formulas|Owners manage color formulas - all; policy missing: salon_color_formulas|Stylists can manage their own formulas"
20260601000000,20260601000000_salon_color_formulas.sql,"data effects (INSERT/UPDATE/DELETE); policy missing: salon_color_formulas|Owners manage color formulas - all; policy missing: salon_color_formulas|Stylists can manage their own formulas"
20260601000500,20260601000500_creator_links_owner_and_metrics_gate.sql,"statement classes outside the verifier; policy missing: creator_links|cln_ins_profile_owner; policy missing: creator_links|cln_upd_profile_owner"
20260601001500,20260601001500_affiliate_links_owner_and_metrics_gate.sql,"statement classes outside the verifier; policy missing: affiliate_links|affiliate_links_owner_read; policy missing: affiliate_links|affiliate_links_owner_insert"
20260601003000,20260601003000_affiliate_links_url_safety_gate.sql,"statement classes outside the verifier; function missing: prevent_direct_affiliate_link_metric_writes"
20260601004500,20260601004500_affiliate_click_logs_server_gate.sql,"statement classes outside the verifier"
20260601010000,20260601010000_analytics_events_server_gate.sql,"statement classes outside the verifier; dropped policy still live: analytics_events|analytics_insert_anon; dropped policy still live: analytics_events|analytics_insert_auth"
20260601011500,20260601011500_travel_tracking_server_gate.sql,"statement classes outside the verifier; dropped policy still live: abandoned_searches|abandoned_insert_own_email"
20260601013000,20260601013000_live_stream_signals_server_gate.sql,"statement classes outside the verifier"
20260601014500,20260601014500_legal_acceptance_server_gate.sql,"statement classes outside the verifier; dropped policy still live: user_consent_logs|ucl_user_insert; dropped policy still live: role_terms_acceptance|rta_user_insert"
20260601020000,20260601020000_legal_disputes_server_gate.sql,"statement classes outside the verifier; dropped policy still live: legal_disputes|ld_user_insert"
20260601021500,20260601021500_bug_reports_server_gate.sql,"statement classes outside the verifier; policy missing: bug_reports|bug_reports_select_own"
20260601023000,20260601023000_security_reports_server_gate.sql,"statement classes outside the verifier; policy missing: feedback_submissions|feedback_submissions_block_security_report_direct"
20260601024500,20260601024500_privacy_requests_server_gate.sql,"statement classes outside the verifier; policy missing: feedback_submissions|feedback_submissions_block_privacy_direct"
20260601030000,20260601030000_data_export_request_server_gate.sql,"statement classes outside the verifier; policy missing: feedback_submissions|feedback_submissions_block_data_export_direct"
20260601031500,20260601031500_refund_requests_server_gate.sql,"statement classes outside the verifier; policy missing: feedback_submissions|feedback_submissions_block_refund_direct"
20260601033000,20260601033000_support_tickets_server_gate.sql,"statement classes outside the verifier; policy missing: feedback_submissions|feedback_submissions_block_support_ticket_direct"
20260601034500,20260601034500_service_waitlist_server_gate.sql,"statement classes outside the verifier; policy missing: feedback_submissions|feedback_submissions_block_service_waitlist_direct"
20260601040000,20260601040000_product_feedback_server_gate.sql,"statement classes outside the verifier; policy missing: feedback_submissions|feedback_submissions_block_product_feedback_direct"
20260601041500,20260601041500_marketing_interest_server_gate.sql,"statement classes outside the verifier; policy missing: feedback_submissions|feedback_submissions_block_marketing_interest_direct"
20260601043000,20260601043000_ride_support_server_gate.sql,"statement classes outside the verifier; policy missing: feedback_submissions|feedback_submissions_block_ride_support_direct"
20260601044500,20260601044500_shop_ops_records_server_gate.sql,"statement classes outside the verifier; policy missing: feedback_submissions|feedback_submissions_block_shop_ops_direct"
20260601050000,20260601050000_travel_support_server_gate.sql,"statement classes outside the verifier; policy missing: feedback_submissions|feedback_submissions_block_travel_support_direct"
20260601051500,20260601051500_concierge_messages_server_gate.sql,"statement classes outside the verifier; policy missing: feedback_submissions|feedback_submissions_block_concierge_direct"
20260601053000,20260601053000_admin_feedback_queue_server_gate.sql,"statement classes outside the verifier; policy missing: feedback_submissions|feedback_submissions_block_admin_queue_direct"
20260601054500,20260601054500_social_safety_reports_server_gate.sql,"statement classes outside the verifier; policy missing: post_reports|post_reports_block_direct_insert; policy missing: comment_reports|comment_reports_block_direct_insert"
20260601060000,20260601060000_story_chat_safety_reports_server_gate.sql,"statement classes outside the verifier; policy missing: story_reports|story_reports_block_direct_insert; policy missing: story_comment_reports|story_comment_reports_block_direct_insert"
20260601061500,20260601061500_moderation_appeals_server_gate.sql,"statement classes outside the verifier; policy missing: appeal_requests|appeal_requests_block_direct_insert"
20260601063000,20260601063000_admin_moderation_review_server_gate.sql,"statement classes outside the verifier; policy missing: content_moderation_queue|content_moderation_queue_block_direct_update; policy missing: moderation_actions|moderation_actions_block_direct_insert"
20260601064500,20260601064500_admin_content_reports_status_server_gate.sql,"statement classes outside the verifier; policy missing: content_reports|content_reports_block_direct_update"
20260601070000,20260601070000_account_security_settings_server_gate.sql,"statement classes outside the verifier; policy missing: two_step_auth|two_step_auth_block_direct_insert; policy missing: two_step_auth|two_step_auth_block_direct_update"
20260601071500,20260601071500_user_session_presence_server_gate.sql,"statement classes outside the verifier; policy missing: user_sessions|user_sessions_block_direct_insert; policy missing: user_sessions|user_sessions_block_direct_update"
20260601073000,20260601073000_device_keys_server_gate.sql,"statement classes outside the verifier; policy missing: device_keys|device_keys_block_direct_insert; policy missing: device_keys|device_keys_block_direct_update"
20260601074500,20260601074500_privacy_settings_server_gate.sql,"statement classes outside the verifier; policy missing: privacy_settings|privacy_settings_block_direct_insert; policy missing: privacy_settings|privacy_settings_block_direct_update"
20260601080000,20260601080000_close_friends_server_gate.sql,"statement classes outside the verifier; policy missing: close_friends|close_friends_block_direct_insert; policy missing: close_friends|close_friends_block_direct_delete"
20260601081500,20260601081500_blocked_users_server_gate.sql,"statement classes outside the verifier; policy missing: blocked_users|blocked_users_block_direct_insert; policy missing: blocked_users|blocked_users_block_direct_update"
20260601083000,20260601083000_chat_thread_settings_server_gate.sql,"statement classes outside the verifier; policy missing: chat_thread_settings|chat_thread_settings_block_direct_insert; policy missing: chat_thread_settings|chat_thread_settings_block_direct_update"
20260601084500,20260601084500_muted_conversations_server_gate.sql,"statement classes outside the verifier; policy missing: muted_conversations|muted_conversations_block_direct_insert; policy missing: muted_conversations|muted_conversations_block_direct_update"
20260601090000,20260601090000_user_contacts_server_gate.sql,"statement classes outside the verifier; policy missing: user_contacts|user_contacts_block_direct_insert; policy missing: user_contacts|user_contacts_block_direct_update"
20260601091500,20260601091500_contact_requests_server_gate.sql,"statement classes outside the verifier; policy missing: contact_requests|contact_requests_block_direct_insert; policy missing: contact_requests|contact_requests_block_direct_update"
20260601093000,20260601093000_user_safety_actions_server_gate.sql,"statement classes outside the verifier; policy missing: user_safety_actions|user_safety_actions_block_direct_insert; policy missing: user_safety_actions|user_safety_actions_block_direct_update"
20260601094500,20260601094500_push_subscriptions_server_gate.sql,"statement classes outside the verifier; policy missing: push_subscriptions|push_subscriptions_block_direct_insert; policy missing: push_subscriptions|push_subscriptions_block_direct_update"
20260601100000,20260601100000_notifications_server_gate.sql,"statement classes outside the verifier; policy missing: notifications|notifications_block_direct_update; policy missing: notifications|notifications_block_direct_delete"
20260601101500,20260601101500_job_invite_notifications_server_gate.sql,"statement classes outside the verifier; policy missing: notifications|notifications_block_direct_job_invite_insert"
20260601103000,20260601103000_admin_broadcast_notifications_server_gate.sql,"statement classes outside the verifier; policy missing: notifications|notifications_block_direct_admin_broadcast_insert"
20260601104500,20260601104500_notification_preferences_server_gate.sql,"statement classes outside the verifier; policy missing: notification_preferences|notification_preferences_block_direct_insert; policy missing: notification_preferences|notification_preferences_block_direct_update"
20260601110000,20260601110000_user_notifications_server_gate.sql,"statement classes outside the verifier; policy missing: user_notifications|user_notifications_block_direct_insert; policy missing: user_notifications|user_notifications_block_direct_update"
20260601111500,20260601111500_linked_devices_server_gate.sql,"statement classes outside the verifier; policy missing: linked_devices|linked_devices_block_direct_delete"
20260601113000,20260601113000_zivo_payment_methods_server_gate.sql,"statement classes outside the verifier; policy missing: zivo_payment_methods|zivo_payment_methods_block_direct_insert; policy missing: zivo_payment_methods|zivo_payment_methods_block_direct_update"
20260601114500,20260601114500_share_to_earn_server_gate.sql,"statement classes outside the verifier; policy missing: user_referral_codes|Users can read own referral code; policy missing: user_referral_codes|user_referral_codes_block_direct_insert"
20260601120000,20260601120000_loyalty_points_server_gate.sql,"statement classes outside the verifier; policy missing: loyalty_points|loyalty_points_block_direct_insert; policy missing: loyalty_points|loyalty_points_block_direct_update"
20260601121500,20260601121500_customer_wallet_payment_server_gate.sql,"statement classes outside the verifier; data effects (INSERT/UPDATE/DELETE); dropped policy still live: customer_wallets|customer_wallets_block_direct_insert"
20260601123000,20260601123000_food_order_payment_status_server_gate.sql,"statement classes outside the verifier; function missing: food_order_payment_status_server_gate; trigger missing: trg_food_order_payment_status_server_gate"
20260601124500,20260601124500_food_order_state_server_gate.sql,"statement classes outside the verifier; function missing: food_order_state_server_gate; trigger missing: trg_food_order_state_server_gate"
20260601130000,20260601130000_shopping_order_state_server_gate.sql,"statement classes outside the verifier; function missing: shopping_order_state_server_gate; trigger missing: trg_shopping_order_state_server_gate"
20260601131500,20260601131500_store_order_state_server_gate.sql,"statement classes outside the verifier; function missing: store_order_state_server_gate; trigger missing: trg_store_order_state_server_gate"
20260601133000,20260601133000_store_payment_methods_server_gate.sql,"statement classes outside the verifier; policy missing: store_payment_methods|Store owners and admins can read store payment methods; policy missing: store_payment_methods|Store payment methods inserts require trusted server-side validation"
20260601134500,20260601134500_store_products_server_gate.sql,"statement classes outside the verifier; policy missing: store_products|Store product inserts require trusted server-side validation; policy missing: store_products|Store product updates require trusted server-side validation"
20260601140000,20260601140000_store_profiles_server_gate.sql,"statement classes outside the verifier; policy missing: store_profiles|Store profile inserts require trusted server-side validation; policy missing: store_profiles|Store profile updates require trusted server-side validation"
20260601141500,20260601141500_store_employees_server_gate.sql,"statement classes outside the verifier; policy missing: store_employees|Store employees inserts require trusted server-side validation; policy missing: store_employees|Store employees updates require trusted server-side validation"
20260601143000,20260601143000_employee_shifts_server_gate.sql,"statement classes outside the verifier; policy missing: employee_shifts|Employee shifts inserts require trusted server-side validation; policy missing: employee_shifts|Employee shifts updates require trusted server-side validation"
20260601144500,20260601144500_employee_rules_server_gate.sql,"statement classes outside the verifier; policy missing: employee_rules|Employee rules inserts require trusted server-side validation; policy missing: employee_rules|Employee rules updates require trusted server-side validation"
20260601150000,20260601150000_store_payment_settings_server_gate.sql,"policy missing: store_payment_settings|Store payment settings inserts require trusted server-side validation; policy missing: store_payment_settings|Store payment settings updates require trusted server-side validation; policy missing: store_payment_settings|Store payment settings deletes require trusted server-side validation"
20260601151500,20260601151500_promotions_server_gate.sql,"policy missing: promotions|Promotions inserts require trusted server-side validation; policy missing: promotions|Promotions updates require trusted server-side validation; policy missing: promotions|Promotions deletes require trusted server-side validation"
20260601153000,20260601153000_cafe_promotions_server_gate.sql,"policy missing: cafe_promotions|Cafe promotion inserts require trusted server-side validation; policy missing: cafe_promotions|Cafe promotion updates require trusted server-side validation; policy missing: cafe_promotions|Cafe promotion deletes require trusted server-side validation"
20260601154500,20260601154500_car_rental_promotions_server_gate.sql,"policy missing: car_rental_promotions|Car rental promotion inserts require trusted server-side validation; policy missing: car_rental_promotions|Car rental promotion updates require trusted server-side validation; policy missing: car_rental_promotions|Car rental promotion deletes require trusted server-side validation"
20260601154600,20260601154600_payment_provider_webhook_event_logs.sql,"policy missing: eats_paypal_webhook_events|Admins view Eats PayPal webhook events; policy missing: eats_square_webhook_events|Admins view Eats Square webhook events; policy missing: tip_paypal_webhook_events|Admins view tip PayPal webhook events"
20260601154700,20260601154700_data_api_grants_referrals_and_webhook_events.sql,"grant verification incomplete (registry transport flake)"
20260601160000,20260601160000_car_dealership_promotions_server_gate.sql,"policy missing: car_dealership_promotions|Car dealership promotion inserts require trusted server-side validation; policy missing: car_dealership_promotions|Car dealership promotion updates require trusted server-side validation; policy missing: car_dealership_promotions|Car dealership promotion deletes require trusted server-side validation"
20260601161500,20260601161500_store_promotions_server_gate.sql,"policy missing: store_promotions|Store promotions owner/admin read; policy missing: store_promotions|Store promotion inserts require trusted server-side validation; policy missing: store_promotions|Store promotion updates require trusted server-side validation"
20260601163000,20260601163000_car_rental_reviews_server_gate.sql,"policy missing: car_rental_reviews|Car rental review inserts require trusted server-side validation; policy missing: car_rental_reviews|Car rental review updates require trusted server-side validation; policy missing: car_rental_reviews|Car rental review deletes require trusted server-side validation"
20260601170000,20260601170000_lodging_reviews_server_gate.sql,"policy missing: lodging_reviews|Lodging review inserts require trusted server-side validation; policy missing: lodging_reviews|Lodging review updates require trusted server-side validation; policy missing: lodging_reviews|Lodging review deletes require trusted server-side validation"
20260601171500,20260601171500_cafe_reviews_server_gate.sql,"policy missing: cafe_reviews|Cafe review inserts require trusted server-side validation; policy missing: cafe_reviews|Cafe review updates require trusted server-side validation; policy missing: cafe_reviews|Cafe review deletes require trusted server-side validation"
20260601173000,20260601173000_salon_reviews_server_gate.sql,"policy missing: salon_reviews|Salon review inserts require trusted server-side validation; policy missing: salon_reviews|Salon review updates require trusted server-side validation; policy missing: salon_reviews|Salon review deletes require trusted server-side validation"
20260601174500,20260601174500_marketplace_reviews_server_gate.sql,"policy missing: marketplace_reviews|Marketplace review inserts require trusted server-side validation; policy missing: marketplace_reviews|Marketplace review updates require trusted server-side validation; policy missing: marketplace_reviews|Marketplace review deletes require trusted server-side validation"
20260601180000,20260601180000_reviews_server_gate.sql,"policy missing: reviews|Generic review inserts require trusted server-side validation; policy missing: reviews|Generic review updates require trusted server-side validation; policy missing: reviews|Generic review deletes require trusted server-side validation"
20260601181500,20260601181500_car_rental_expenses_server_gate.sql,"policy missing: car_rental_expenses|Car rental expense inserts require trusted server-side validation; policy missing: car_rental_expenses|Car rental expense updates require trusted server-side validation; policy missing: car_rental_expenses|Car rental expense deletes require trusted server-side validation"
20260601183000,20260601183000_car_rental_maintenance_server_gate.sql,"policy missing: car_rental_maintenance|Car rental maintenance inserts require trusted server-side validation; policy missing: car_rental_maintenance|Car rental maintenance updates require trusted server-side validation; policy missing: car_rental_maintenance|Car rental maintenance deletes require trusted server-side validation"
20260601184500,20260601184500_car_rental_vehicles_server_gate.sql,"policy missing: car_rental_vehicles|Car rental vehicle inserts require trusted server-side validation; policy missing: car_rental_vehicles|Car rental vehicle updates require trusted server-side validation; policy missing: car_rental_vehicles|Car rental vehicle deletes require trusted server-side validation"
20260601190000,20260601190000_car_rental_addons_server_gate.sql,"policy missing: car_rental_addons|Car rental add-on inserts require trusted server-side validation; policy missing: car_rental_addons|Car rental add-on updates require trusted server-side validation; policy missing: car_rental_addons|Car rental add-on deletes require trusted server-side validation"
20260601191000,20260601191000_ar_customer_vehicle_specs.sql,"index missing: idx_ar_cust_vehicles_vin (on ar_customer_vehicles); index missing: idx_ar_cust_vehicles_plate (on ar_customer_vehicles); column missing: ar_customer_vehicles|trim"
20260601191500,20260601191500_car_rental_locations_server_gate.sql,"policy missing: car_rental_locations|Car rental location inserts require trusted server-side validation; policy missing: car_rental_locations|Car rental location updates require trusted server-side validation; policy missing: car_rental_locations|Car rental location deletes require trusted server-side validation"
20260601192000,20260601192000_ar_labor_entry_vehicle_snapshot.sql,"index missing: idx_ar_labor_entries_vehicle_vin (on ar_labor_entries); index missing: idx_ar_labor_entries_vehicle_plate (on ar_labor_entries); column missing: ar_labor_entries|vehicle_label"
20260601194500,20260601194500_bus_booking_schema.sql,"policy missing: car_rental_reservations|Car rental reservation inserts require trusted server-side validation; policy missing: car_rental_reservations|Car rental reservation updates require trusted server-side validation; policy missing: car_rental_reservations|Car rental reservation deletes require trusted server-side validation"
20260601194500,20260601194500_car_rental_reservations_server_gate.sql,"policy missing: car_rental_reservations|Car rental reservation inserts require trusted server-side validation; policy missing: car_rental_reservations|Car rental reservation updates require trusted server-side validation; policy missing: car_rental_reservations|Car rental reservation deletes require trusted server-side validation"
20260601200000,20260601200000_car_rental_blackouts_server_gate.sql,"policy missing: car_rental_vehicle_blackouts|Car rental blackout inserts require trusted server-side validation; policy missing: car_rental_vehicle_blackouts|Car rental blackout updates require trusted server-side validation; policy missing: car_rental_vehicle_blackouts|Car rental blackout deletes require trusted server-side validation"
20260601203000,20260601203000_car_rental_booking_extras_server_gate.sql,"policy missing: car_rental_reservation_addons|Owners and admins can read reservation addons; policy missing: car_rental_promo_redemptions|Owners and admins can read promo redemptions; policy missing: car_rental_reservation_addons|Car rental reservation add-on inserts require trusted server-side validation"
20260601204500,20260601204500_car_dealership_trade_ins_server_gate.sql,"policy missing: car_dealership_trade_ins|Car dealership trade-in inserts require trusted server-side validation; policy missing: car_dealership_trade_ins|Car dealership trade-in updates require trusted server-side validation; policy missing: car_dealership_trade_ins|Car dealership trade-in deletes require trusted server-side validation"
20260601210000,20260601210000_bus_my_bookings_rpc.sql,"policy missing: car_dealership_expenses|Car dealership expense inserts require trusted server-side validation; policy missing: car_dealership_expenses|Car dealership expense updates require trusted server-side validation; policy missing: car_dealership_expenses|Car dealership expense deletes require trusted server-side validation"
20260601210000,20260601210000_car_dealership_expenses_server_gate.sql,"policy missing: car_dealership_expenses|Car dealership expense inserts require trusted server-side validation; policy missing: car_dealership_expenses|Car dealership expense updates require trusted server-side validation; policy missing: car_dealership_expenses|Car dealership expense deletes require trusted server-side validation"
20260601211500,20260601211500_car_dealership_financing_server_gate.sql,"dropped policy still live: bus_routes|bus_routes_select; dropped policy still live: bus_routes|bus_routes_manage; dropped policy still live: bus_trips|bus_trips_select"
20260601211500,20260601211500_fix_bus_rls_store_owner.sql,"dropped policy still live: bus_routes|bus_routes_select; dropped policy still live: bus_routes|bus_routes_manage; dropped policy still live: bus_trips|bus_trips_select"
20260601213000,20260601213000_car_dealership_lead_activities_server_gate.sql,"unrecognized ALTER TABLE actions; policy missing: car_dealership_lead_activities|Car dealership lead activity inserts require trusted server-side validation; policy missing: car_dealership_lead_activities|Car dealership lead activity updates require trusted server-side validation"
20260601214500,20260601214500_store_documents_server_gate.sql,"policy missing: store_documents|Store document inserts require trusted server-side validation; policy missing: store_documents|Store document updates require trusted server-side validation; policy missing: store_documents|Store document deletes require trusted server-side validation"
20260601220000,20260601220000_store_training_programs_server_gate.sql,"policy missing: store_training_programs|Store training program inserts require trusted server-side validation; policy missing: store_training_programs|Store training program updates require trusted server-side validation; policy missing: store_training_programs|Store training program deletes require trusted server-side validation"
20260601221500,20260601221500_store_training_assignments_server_gate.sql,"policy missing: store_training_assignments|Store training assignment inserts require trusted server-side validation; policy missing: store_training_assignments|Store training assignment updates require trusted server-side validation; policy missing: store_training_assignments|Store training assignment deletes require trusted server-side validation"
20260601223000,20260601223000_store_payroll_configs_server_gate.sql,"policy missing: store_payroll_configs|Store payroll config inserts require trusted server-side validation; policy missing: store_payroll_configs|Store payroll config updates require trusted server-side validation"
20260601224500,20260601224500_service_bookings_public_submit_gate.sql,"policy missing: service_bookings|Service booking public inserts require trusted server-side validation; policy missing: service_bookings|Store owners can create service bookings; dropped policy still live: service_bookings|service_bookings_public_insert"
20260601230000,20260601230000_service_bookings_owner_manage_gate.sql,"policy missing: service_bookings|Service booking owner inserts require trusted server-side validation; policy missing: service_bookings|Service booking owner updates require trusted server-side validation; policy missing: service_bookings|Service booking owner deletes require trusted server-side validation"
20260601231500,20260601231500_salon_bookings_public_submit_gate.sql,"policy missing: salon_bookings|Salon booking public inserts require trusted server-side validation"
20260601233000,20260601233000_support_tickets_customer_manage_gate.sql,"statement classes outside the verifier; policy missing: support_tickets|Users view own tickets"
20260601234500,20260601234500_shop_ops_records_manage_gate.sql,"statement classes outside the verifier; policy missing: feedback_submissions|feedback_submissions_block_shop_ops_delete_direct"
20260601240000,20260601240000_store_employee_rules_server_gate.sql,"statement classes outside the verifier; policy missing: store_employee_rules|Store employee rules inserts require trusted server-side validation; policy missing: store_employee_rules|Store employee rules updates require trusted server-side validation"
20260601241500,20260601241500_salon_gift_cards_server_gate.sql,"policy missing: salon_gift_cards|Owners read gift cards; policy missing: salon_gift_card_redemptions|Owners read gift card redemptions; policy missing: salon_gift_cards|Salon gift card inserts require trusted server-side validation"
20260601243000,20260601243000_salon_blockouts_server_gate.sql,"policy missing: salon_blockouts|Owners read blockouts; policy missing: salon_blockouts|Salon blockout inserts require trusted server-side validation; policy missing: salon_blockouts|Salon blockout updates require trusted server-side validation"
20260601244500,20260601244500_salon_waitlist_server_gate.sql,"policy missing: salon_waitlist|Owners read waitlist; policy missing: salon_waitlist|Salon waitlist inserts require trusted server-side validation; policy missing: salon_waitlist|Salon waitlist updates require trusted server-side validation"
20260601250000,20260601250000_salon_retail_products_server_gate.sql,"policy missing: salon_retail_products|Owners read retail products; policy missing: salon_retail_products|Salon retail product inserts require trusted server-side validation; policy missing: salon_retail_products|Salon retail product updates require trusted server-side validation"
20260601251500,20260601251500_salon_loyalty_server_gate.sql,"policy missing: salon_loyalty_settings|Owners read loyalty settings; policy missing: salon_loyalty_events|Owners read loyalty events; policy missing: salon_loyalty_settings|Salon loyalty settings inserts require trusted server-side validation"
20260601253000,20260601253000_salon_packages_server_gate.sql,"policy missing: salon_packages|Owners read packages; policy missing: salon_package_services|Owners read package services; policy missing: salon_packages|Salon package inserts require trusted server-side validation"
20260601254500,20260601254500_salon_stylist_schedules_server_gate.sql,"policy missing: salon_stylist_schedules|Owners read stylist schedules; policy missing: salon_stylist_schedules|Salon stylist schedule inserts require trusted server-side validation; policy missing: salon_stylist_schedules|Salon stylist schedule updates require trusted server-side validation"
20260601260000,20260601260000_salon_expenses_server_gate.sql,"policy missing: salon_expenses|Owners read salon expenses; policy missing: salon_expenses|Salon expense inserts require trusted server-side validation; policy missing: salon_expenses|Salon expense updates require trusted server-side validation"
20260601261500,20260601261500_salon_store_closures_server_gate.sql,"policy missing: salon_store_closures|Owners read store closures; policy missing: salon_store_closures|Salon store closure inserts require trusted server-side validation; policy missing: salon_store_closures|Salon store closure updates require trusted server-side validation"
20260601263000,20260601263000_salon_booking_retail_items_server_gate.sql,"policy missing: salon_booking_retail_items|Owners read booking retail items; policy missing: salon_booking_retail_items|Salon booking retail item inserts require trusted server-side validation; policy missing: salon_booking_retail_items|Salon booking retail item updates require trusted server-side validation"
20260601264500,20260601264500_salon_booking_addons_server_gate.sql,"policy missing: salon_booking_addons|Owners read booking addons; policy missing: salon_booking_addons|Salon booking add-on inserts require trusted server-side validation; policy missing: salon_booking_addons|Salon booking add-on updates require trusted server-side validation"
20260601270000,20260601270000_salon_membership_tiers_server_gate.sql,"policy missing: salon_membership_tiers|Owners read membership tiers; policy missing: salon_membership_tiers|Salon membership tier inserts require trusted server-side validation; policy missing: salon_membership_tiers|Salon membership tier updates require trusted server-side validation"
20260601271500,20260601271500_salon_reminder_settings_server_gate.sql,"policy missing: salon_reminder_settings|Owners read reminder settings; policy missing: salon_reminder_settings|Salon reminder settings inserts require trusted server-side validation; policy missing: salon_reminder_settings|Salon reminder settings updates require trusted server-side validation"
20260601273000,20260601273000_salon_notification_template_overrides_server_gate.sql,"policy missing: salon_notification_template_overrides|Owners read notification template overrides; policy missing: salon_notification_template_overrides|Salon notification template override inserts require trusted server-side validation; policy missing: salon_notification_template_overrides|Salon notification template override updates require trusted server-side validation"
20260601273500,20260601273500_ar_customer_vehicle_plate_state.sql,"index missing: idx_ar_cust_vehicles_plate_state (on ar_customer_vehicles)"
20260601274500,20260601274500_salon_services_server_gate.sql,"policy missing: salon_services|Salon service inserts require trusted server-side validation; policy missing: salon_services|Salon service updates require trusted server-side validation; policy missing: salon_services|Salon service deletes require trusted server-side validation"
20260601280000,20260601280000_salon_time_entries_server_gate.sql,"policy missing: salon_time_entries|Owners read time entries; policy missing: salon_time_entries|Salon time entry inserts require trusted server-side validation; policy missing: salon_time_entries|Salon time entry updates require trusted server-side validation"
20260601281500,20260601281500_salon_clients_server_gate.sql,"policy missing: salon_clients|Salon client inserts require trusted server-side validation; policy missing: salon_clients|Salon client updates require trusted server-side validation; policy missing: salon_clients|Salon client deletes require trusted server-side validation"
20260601283000,20260601283000_salon_stylists_server_gate.sql,"policy missing: salon_stylists|Salon stylist inserts require trusted server-side validation; policy missing: salon_stylists|Salon stylist updates require trusted server-side validation; policy missing: salon_stylists|Salon stylist deletes require trusted server-side validation"
20260601284500,20260601284500_salon_bookings_owner_server_gate.sql,"policy missing: salon_bookings|Salon booking owner inserts require trusted server-side validation; policy missing: salon_bookings|Salon booking owner updates require trusted server-side validation; policy missing: salon_bookings|Salon booking owner deletes require trusted server-side validation"
20260602000000,20260602000000_salon_memberships.sql,"policy missing: salon_membership_tiers|Public can view active tiers; policy missing: salon_membership_tiers|Owners manage tiers - all; policy missing: salon_client_memberships|Owners manage memberships - all"
20260602030500,20260602030500_add_channel_restrict_saving_content.sql,"statement classes outside the verifier"
20260602031000,20260602031000_add_channel_reaction_policy.sql,"statement classes outside the verifier; type missing: public"
20260602031500,20260602031500_add_channel_wallpaper_style.sql,"statement classes outside the verifier; type missing: public"
20260602032000,20260602032000_add_channel_topics_and_member_visibility.sql,"statement classes outside the verifier"
20260602032500,20260602032500_add_channel_slow_mode.sql,"statement classes outside the verifier; unrecognized ALTER TABLE actions"
20260602033000,20260602033000_add_channel_join_approval.sql,"statement classes outside the verifier"
20260602034500,20260602034500_add_channel_add_member_rpc.sql,"data effects (INSERT/UPDATE/DELETE)"
20260602035500,20260602035500_add_channel_redeem_invite.sql,"data effects (INSERT/UPDATE/DELETE)"
20260603000000,20260603000000_salon_low_stock_alerts.sql,"statement classes outside the verifier; function missing: salon_get_low_stock_for_store; column missing: salon_retail_products|last_low_stock_alert_at"
20260604000000,20260604000000_salon_public_walkin.sql,"data effects (INSERT/UPDATE/DELETE); function missing: salon_public_create_walkin; function missing: salon_public_get_walkin_status"
20260604143000,20260604143000_bus_search_logo_url.sql,"dropped function still live: search_bus_trips"
20260604154500,20260604154500_bus_operator_tables_and_popular_routes.sql,"data effects (INSERT/UPDATE/DELETE); policy missing: bus_vehicles|bus_vehicles_owner_manage; policy missing: bus_drivers|bus_drivers_owner_manage"
20260604162000,20260604162000_real_trending_rpcs.sql,"function missing: get_trending_posts; function missing: get_trending_hashtags; function missing: get_trending_people"
20260604223000,20260604223000_store_post_distribution_jobs.sql,"index missing: idx_store_post_distribution_jobs_post (on store_post_distribution_jobs)"
20260604232911,20260604232911_zivo_plus_plan_code_and_public_plans.sql,"unrecognized ALTER TABLE actions"
20260604233000,20260604233000_marketing_workflows_backend_connectivity.sql,"grant verification incomplete (registry transport flake)"
20260605000000,20260605000000_salon_review_request.sql,"unrecognized ALTER TABLE actions; column missing: salon_reminder_settings|review_request_enabled; constraint missing: salon_reminder_settings|salon_reminder_settings_review_hours_chk"
20260605030003,20260605030003_lockdown_internal_rls_no_policy_tables.sql,"grant verification incomplete (registry transport flake)"
20260605064721,20260605064721_zivo_software_domain_support_tables.sql,"data effects (INSERT/UPDATE/DELETE); policy missing: app_settings|Public can read app_settings; policy missing: pricing_config|Public can read pricing_config"
20260605064942,20260605064942_optimize_software_projects_rls.sql,"policy missing: projects|Owners can read their projects; policy missing: projects|Owners can insert their projects; policy missing: projects|Owners can update their projects"
20260605161535,20260605161535_software_profile_rpc.sql,"data effects (INSERT/UPDATE/DELETE)"
