local_version,local_filename,risk,domain,position_vs_remote_range,nearest_remote_version,nearest_delta_seconds
20260421155541,20260421155541_f3c2680b-a458-4667-8d70-37465ced87e9.sql,low,security/auth,inside_remote_range,,
20260421180435,20260421180435_f63ddf37-f6cf-4f6a-89a1-1cbd5d2258c4.sql,high,security/auth,inside_remote_range,,
20260421181932,20260421181932_cc0ec16f-a54a-4beb-bbbc-ba71febc7053.sql,high,security/auth,inside_remote_range,,
20260421182035,20260421182035_80fd27b7-3ab8-482d-b620-5c98b4fa9023.sql,low,security/auth,inside_remote_range,,
20260421190154,20260421190154_a493c5f5-dc62-44c8-8b79-b5e5cd56670d.sql,high,security/auth,inside_remote_range,,
20260421201221,20260421201221_0806eaf5-3ee5-4b2e-b391-cb71ce315bc5.sql,high,security/auth,inside_remote_range,,
20260421201952,20260421201952_99bf7cfa-c6b1-4722-b898-669fd439bcc4.sql,high,security/auth,inside_remote_range,,
20260421204100,20260421204100_dae9c10c-013a-4018-834b-8712b4f3f972.sql,high,security/auth,inside_remote_range,,
20260421210440,20260421210440_467910d2-090b-4cc6-bedf-f422de5d799f.sql,high,security/auth,inside_remote_range,,
20260421213037,20260421213037_fafa21ea-2d68-40e0-b9fa-77be2d71ec3c.sql,high,security/auth,inside_remote_range,,
20260422000026,20260422000026_a0b9eee0-ef04-481f-9474-f2db18a65a77.sql,high,security/auth,inside_remote_range,,
20260422013754,20260422013754_9447357a-a702-44fe-8ed1-203a1b37a26f.sql,high,security/auth,inside_remote_range,,
20260422014706,20260422014706_ced64652-05f2-4fdf-9947-ece14287c15e.sql,high,security/auth,inside_remote_range,,
20260422020019,20260422020019_f3d8e688-6df1-4aab-9c4c-cf427cd305dc.sql,low,security/auth,inside_remote_range,,
20260422020106,20260422020106_c7b5c875-882e-45a3-b3a9-91b3b5e5f279.sql,low,security/auth,inside_remote_range,,
20260422020634,20260422020634_19fb3de9-782a-4283-a5ea-e059064caaa1.sql,high,security/auth,inside_remote_range,,
20260422020719,20260422020719_f7d37a1b-4ead-4b5d-a316-0943de4e4421.sql,high,security/auth,inside_remote_range,,
20260422021641,20260422021641_c96e7250-df83-4371-832c-0789b8be507c.sql,high,security/auth,inside_remote_range,,
20260422022730,20260422022730_4926ec7f-f056-4100-81e2-c49477e8f7f9.sql,high,commerce/store,inside_remote_range,,
20260422024907,20260422024907_57f9f6ed-43b7-4d5a-9e1c-35966eed6fe0.sql,high,security/auth,inside_remote_range,,
20260422030511,20260422030511_d536ebff-c8bd-4d60-8eda-d6f65867f151.sql,high,security/auth,inside_remote_range,,
20260422035150,20260422035150_fee08732-f899-4a0a-919b-4b1398586b11.sql,high,security/auth,inside_remote_range,,
20260422035609,20260422035609_a3a7b58f-33c3-44da-9691-be78e5e19632.sql,high,security/auth,inside_remote_range,,
20260422040142,20260422040142_fef3879d-f937-4a7d-b0ab-d69e76540c53.sql,high,security/auth,inside_remote_range,,
20260422040244,20260422040244_4736782f-a8c7-4c7d-969d-21f3bcb6da19.sql,high,security/auth,inside_remote_range,,
20260422040327,20260422040327_e43a342a-1e41-4def-ad26-9fbdde280970.sql,high,security/auth,inside_remote_range,,
20260422042208,20260422042208_b699b7c3-17df-4374-b2c4-c9f95fe7f991.sql,medium,general,inside_remote_range,,
20260422045250,20260422045250_f22b428f-ae28-4cfb-929b-1f4cdf68bd06.sql,high,security/auth,inside_remote_range,,
20260422050619,20260422050619_8f163271-e8eb-4475-b3da-298872286d4e.sql,high,security/auth,inside_remote_range,,
20260422142147,20260422142147_2f069619-db8b-4985-b9d8-5a8a7a5929c0.sql,high,security/auth,inside_remote_range,,
20260422145248,20260422145248_5cd53f95-6824-4c20-85e5-34fd51d1ced3.sql,high,security/auth,inside_remote_range,,
20260422160614,20260422160614_c53e32e7-030b-4507-a735-e445997a1ebd.sql,high,security/auth,inside_remote_range,,
20260422162007,20260422162007_e210fb0e-5eb9-4be2-aa37-0e02eab73267.sql,high,security/auth,inside_remote_range,,
20260422163051,20260422163051_93d2299f-7af9-4e7c-8866-45de10a2c8dd.sql,high,security/auth,inside_remote_range,,
20260422164931,20260422164931_4a75586f-2751-4663-bbc2-98c075d7e297.sql,high,commerce/store,inside_remote_range,,
20260422165940,20260422165940_71108f4a-838c-463e-810f-fd28bae2918f.sql,high,security/auth,inside_remote_range,,
20260422170713,20260422170713_20446c7d-eb8c-434b-b7ad-52d20fe52cdf.sql,high,security/auth,inside_remote_range,,
20260422172356,20260422172356_d5f577ef-6ac2-4124-a72e-92bc3fd697c8.sql,high,security/auth,inside_remote_range,,
20260422173622,20260422173622_e1d1271e-41fd-4066-a1fe-e77e97bd2b50.sql,high,security/auth,inside_remote_range,,
20260422175015,20260422175015_d61927e6-32c6-445c-9f9c-9e3677a5d151.sql,high,security/auth,inside_remote_range,,
20260422175926,20260422175926_33ed95ba-0119-4468-8acc-1ccd26724531.sql,high,security/auth,inside_remote_range,,
20260423005412,20260423005412_b8e8eaca-b732-4c6b-ad10-6ed9316ae899.sql,medium,travel/lodging,inside_remote_range,,
20260423005830,20260423005830_a444c006-9ef2-4183-86c5-c379f26f5cc6.sql,medium,security/auth,inside_remote_range,,
20260423010122,20260423010122_542d1db8-857b-451f-8887-15c68d085de2.sql,medium,security/auth,inside_remote_range,,
20260423192951,20260423192951_e1714a41-b9b4-4126-9574-d422e206166e.sql,high,security/auth,inside_remote_range,,
20260423194335,20260423194335_46caffb6-d53b-4e75-8f28-5eb84e651be8.sql,high,security/auth,inside_remote_range,,
20260423200225,20260423200225_577344db-cd1f-4b6b-9c2c-b881ddcc16fc.sql,high,security/auth,inside_remote_range,,
20260423202610,20260423202610_9c261b18-86ca-4f52-b44c-0da2e0969cbc.sql,high,security/auth,inside_remote_range,,
20260423202653,20260423202653_7338f954-1e6d-4e27-ba7b-9e4eb718fac8.sql,high,security/auth,inside_remote_range,,
20260424143753,20260424143753_7ae1693a-3a0a-4f89-9c89-fdf0b0e168ac.sql,high,security/auth,inside_remote_range,,
20260424152119,20260424152119_43492e59-4cae-47bb-8f4d-e163f5d60cd8.sql,high,security/auth,inside_remote_range,,
20260424235625,20260424235625_31c53fe0-9213-4016-aa57-a8020508a16b.sql,high,security/auth,inside_remote_range,,
20260425113954,20260425113954_0c1aaa51-95a2-4772-8a76-0845a09883e8.sql,high,general,inside_remote_range,,
20260425123110,20260425123110_02e1a67a-e28b-4204-9d17-d65f3cd71bea.sql,high,security/auth,inside_remote_range,,
20260425125623,20260425125623_b8a44e76-05d3-48ec-ad20-106b386734c7.sql,high,security/auth,inside_remote_range,,
20260425211420,20260425211420_e743bd0e-a3ef-4f89-80c1-8369d32d4bc2.sql,medium,security/auth,inside_remote_range,,
20260425214139,20260425214139_fd81c680-2672-4b13-b364-20dd0d19f760.sql,high,security/auth,inside_remote_range,,
20260425214219,20260425214219_b9de725e-f4e5-4e55-9e61-6e79ef94dff7.sql,low,infrastructure,inside_remote_range,,
20260425214912,20260425214912_ee44c2d6-1039-43b3-9982-c515012cb92c.sql,high,security/auth,inside_remote_range,,
20260426140220,20260426140220_f3cfe442-151e-43ca-9359-4aadf7f9e1f3.sql,high,security/auth,inside_remote_range,,
20260426141249,20260426141249_0b48bbae-de51-4d9a-bcac-94eb5a9f3823.sql,high,security/auth,inside_remote_range,,
20260426142609,20260426142609_f4514f70-6790-4e74-a56b-ee092a4a77a3.sql,high,security/auth,inside_remote_range,,
20260426143436,20260426143436_0d3911fe-735b-426e-a357-e36b0590f527.sql,high,security/auth,inside_remote_range,,
20260426151811,20260426151811_b5334465-47f7-43e9-9579-dff12be5d4be.sql,high,security/auth,inside_remote_range,,
20260426152901,20260426152901_706d0cde-ab45-47f8-810f-07307a3dd55e.sql,high,security/auth,inside_remote_range,,
20260426153253,20260426153253_52390136-74a7-4cb9-9322-449efa95553a.sql,high,security/auth,inside_remote_range,,
20260426154107,20260426154107_6cd1b10c-e1ba-4b79-8dde-00b9cfc9a3a9.sql,high,security/auth,inside_remote_range,,
20260426155112,20260426155112_93446267-db83-45ee-82cd-5cfac21bb995.sql,high,security/auth,inside_remote_range,,
20260426160903,20260426160903_9b8fb0ec-9bd7-4e1a-b6c8-51e5a6b8b41c.sql,high,security/auth,inside_remote_range,,
20260426162621,20260426162621_e5070646-1482-4148-8410-d18a25524505.sql,high,security/auth,inside_remote_range,,
20260426162733,20260426162733_c3d6c3a6-712d-49ef-b8a9-c9cdca9f78a1.sql,low,security/auth,inside_remote_range,,
20260426194203,20260426194203_e085884c-f7c2-49df-98cb-20cd35a4a535.sql,high,security/auth,inside_remote_range,,
20260426203907,20260426203907_087e023a-2011-42a8-8dc9-bae36950ca6c.sql,high,security/auth,inside_remote_range,,
20260426210935,20260426210935_16db2c56-768f-47f2-b028-53cef9aff541.sql,high,security/auth,inside_remote_range,,
20260426214330,20260426214330_163c9c60-6ec6-43f5-9856-e4463748cb1f.sql,high,chat/social,inside_remote_range,,
20260426215638,20260426215638_cf1fd171-aa81-49e2-8d94-1023521b43ed.sql,high,security/auth,inside_remote_range,,
20260426215954,20260426215954_1dfb9821-4296-41bc-8620-72f19bf509b4.sql,high,security/auth,inside_remote_range,,
20260426223642,20260426223642_5fe9be6f-c61c-41c0-9002-b1041e91c204.sql,high,security/auth,inside_remote_range,,
20260426223813,20260426223813_1a18cc2c-9758-4962-b43e-fa0e864248c2.sql,high,security/auth,inside_remote_range,,
20260426225512,20260426225512_5061c9c6-6864-48e5-98c0-60ac5826d481.sql,high,security/auth,inside_remote_range,,
20260426232507,20260426232507_5e366b1f-644c-42eb-8a74-64341cc46d38.sql,high,security/auth,inside_remote_range,,
20260426233836,20260426233836_4659a736-744a-4a89-b9dd-1af970ba69bc.sql,high,security/auth,inside_remote_range,,
20260427011819,20260427011819_3dcefd72-6a46-4f31-afcf-1318637e17ff.sql,high,commerce/store,inside_remote_range,,
20260427150839,20260427150839_56314fe0-3206-420a-9156-af0ff6a7d9ff.sql,high,security/auth,inside_remote_range,,
20260427152529,20260427152529_31b08162-f17b-4226-a822-c94cf6b53647.sql,high,security/auth,inside_remote_range,,
20260427174323,20260427174323_75f15610-a15a-41d1-9812-7afd669568fb.sql,high,security/auth,inside_remote_range,,
20260427175900,20260427175900_48e45595-bc33-47e0-89ba-c7c0dbec2451.sql,high,infrastructure,inside_remote_range,,
20260427185356,20260427185356_9890be06-421d-4692-a29e-2578758fc201.sql,high,security/auth,inside_remote_range,,
20260427192815,20260427192815_637e9097-1907-4ab1-9346-d4f26c4581cf.sql,high,chat/social,inside_remote_range,,
20260427203259,20260427203259_3f47cf6b-ec48-4d03-97fb-117a7311f148.sql,high,security/auth,inside_remote_range,,
20260427205055,20260427205055_d76eb297-1b75-419d-aa2d-880ded03fcdf.sql,high,security/auth,inside_remote_range,,
20260427205139,20260427205139_ba209830-e315-4984-8419-a2bf5895c73f.sql,high,security/auth,inside_remote_range,,
20260427210158,20260427210158_2cdfdd02-142b-473c-a4b7-ec66b3de24a9.sql,high,security/auth,inside_remote_range,,
20260427211111,20260427211111_41d7872d-ee9a-4b9f-a298-7e770cd3285c.sql,high,security/auth,inside_remote_range,,
20260427220456,20260427220456_25dfca9c-6482-487f-b020-9d32dfa1335b.sql,high,security/auth,inside_remote_range,,
20260427222511,20260427222511_2370c49b-9979-4e51-bed2-25e6fa01b9e2.sql,high,security/auth,inside_remote_range,,
20260427224119,20260427224119_616e3ea2-a02d-48d6-b072-13e37c124614.sql,medium,security/auth,inside_remote_range,,
20260427224910,20260427224910_67bfa090-44cd-4954-896b-a3d1e9a4923d.sql,medium,security/auth,inside_remote_range,,
20260427225316,20260427225316_0b82f38b-726c-4e1a-b6cd-e735c71062ac.sql,medium,commerce/store,inside_remote_range,,
20260427225921,20260427225921_1303d4f1-185d-4be0-9f21-2d7a552433ef.sql,medium,commerce/store,inside_remote_range,,
20260428014827,20260428014827_14a1b738-783e-4ac8-96c1-ea420e2d9543.sql,high,security/auth,inside_remote_range,,
20260428023157,20260428023157_263c2aca-f050-4518-b131-fe3ad0cca9da.sql,high,security/auth,inside_remote_range,,
20260428030443,20260428030443_0957e86b-70fc-48ee-95b2-22ccf3b8bfff.sql,high,security/auth,inside_remote_range,,
20260428032513,20260428032513_d1827e5d-276e-4738-bf5f-7cbfee35c8a4.sql,high,security/auth,inside_remote_range,,
20260428151404,20260428151404_a103b981-5ea7-4a9c-960c-857a199086e0.sql,high,security/auth,inside_remote_range,,
20260428152554,20260428152554_c939a4fd-b19d-4c59-91bc-4f7f79815ab6.sql,high,security/auth,inside_remote_range,,
20260428183025,20260428183025_1a8cdf04-0c8a-4c0a-b17a-dea83af78c76.sql,medium,commerce/store,inside_remote_range,,
20260428183408,20260428183408_18795f64-70e4-40f5-9b84-5cf9847f9c93.sql,high,security/auth,inside_remote_range,,
20260428183600,20260428183600_f388db3e-5e62-4df4-83e6-c224ab2c9fd5.sql,high,security/auth,inside_remote_range,,
20260428190637,20260428190637_a79f6b67-b4a7-4dc9-b7e7-e55792e6b89e.sql,high,security/auth,inside_remote_range,,
20260428190808,20260428190808_634bf4c7-18a7-4ba8-bf50-80852902ff60.sql,high,security/auth,inside_remote_range,,
20260428194853,20260428194853_995aa4b3-4f08-45f3-9b3c-56d2577c8e74.sql,high,security/auth,inside_remote_range,,
20260428200228,20260428200228_4a5680a2-5c7c-41c5-9017-1ed6b0888d85.sql,high,security/auth,inside_remote_range,,
20260428202338,20260428202338_42daeb3a-7efb-4a23-b4a5-4d44f2419ebe.sql,high,security/auth,inside_remote_range,,
20260428203352,20260428203352_5934d63b-d467-4681-bbde-3c002031f5dd.sql,high,security/auth,inside_remote_range,,
20260428205227,20260428205227_e0ea7100-1f07-4431-a7b0-6e158f79b1e0.sql,high,security/auth,inside_remote_range,,
20260429032934,20260429032934_f830a06a-7da2-4987-af20-fbab92e7c7a4.sql,high,security/auth,inside_remote_range,,
20260429154352,20260429154352_lodge_handover_notes.sql,high,security/auth,inside_remote_range,,
20260429160000,20260429160000_lodge_group_bookings.sql,high,security/auth,inside_remote_range,,
20260429162000,20260429162000_lodge_notification_templates.sql,high,security/auth,inside_remote_range,,
20260429163000,20260429163000_lodge_yield_rules.sql,high,security/auth,inside_remote_range,,
20260429164000,20260429164000_lodge_inventory.sql,high,security/auth,inside_remote_range,,
20260429165141,20260429165141_0152086d-68bf-4ef8-bf16-f7381ccbe3d8.sql,high,security/auth,inside_remote_range,,
20260429170000,20260429170000_lodge_room_service.sql,high,security/auth,inside_remote_range,,
20260429171000,20260429171000_lodge_gift_vouchers.sql,high,security/auth,inside_remote_range,,
20260429172000,20260429172000_lodge_parking.sql,high,security/auth,inside_remote_range,,
20260429180000,20260429180000_lodge_wakeup_calls.sql,high,security/auth,inside_remote_range,,
20260429181000,20260429181000_lodge_laundry.sql,high,security/auth,inside_remote_range,,
20260429182000,20260429182000_lodge_complaints.sql,high,security/auth,inside_remote_range,,
20260429182924,20260429182924_f2229a7a-d5bf-4c19-8c7c-2a535ed37b48.sql,high,security/auth,inside_remote_range,,
20260429200000,20260429200000_seed_koh_sdach_resort.sql,medium,security/auth,inside_remote_range,,
20260429210000,20260429210000_lodge_rooms_public_read.sql,high,security/auth,inside_remote_range,,
20260429220000,20260429220000_lodge_rate_plans.sql,high,commerce/store,inside_remote_range,,
20260429230000,20260429230000_security_hardening.sql,high,security/auth,inside_remote_range,,
20260429230001,20260429230001_user_posts_visibility_location.sql,high,security/auth,inside_remote_range,,
20260429240000,20260429240000_backfill_storage_paths.sql,high,security/auth,inside_remote_range,,
20260429240001,20260429240001_increment_user_post_views.sql,high,security/auth,inside_remote_range,,
20260429250000,20260429250000_post_actions_tables.sql,high,security/auth,inside_remote_range,,
20260429250001,20260429250001_user_posts_realtime.sql,low,security/auth,inside_remote_range,,
20260429260000,20260429260000_post_comments_realtime.sql,low,chat/social,inside_remote_range,,
20260429260001,20260429260001_post_reactions.sql,high,security/auth,inside_remote_range,,
20260429270000,20260429270000_post_view_share_counts.sql,high,security/auth,inside_remote_range,,
20260430000000,20260430000000_post_reposts.sql,high,security/auth,inside_remote_range,,
20260430010000,20260430010000_social_notifications_and_comment_hearts.sql,high,security/auth,inside_remote_range,,
20260430020000,20260430020000_blocked_link_attempts.sql,high,security/auth,inside_remote_range,,
20260430020001,20260430020001_fix_social_notification_triggers.sql,high,security/auth,inside_remote_range,,
20260430030000,20260430030000_comment_threading.sql,high,security/auth,inside_remote_range,,
20260430040000,20260430040000_ar_shop_settings_column.sql,high,security/auth,inside_remote_range,,
20260430040001,20260430040001_comment_pinning.sql,high,security/auth,inside_remote_range,,
20260430050000,20260430050000_booking_to_workorder_link.sql,high,commerce/store,inside_remote_range,,
20260430050001,20260430050001_post_comments_pin_and_edit.sql,high,security/auth,inside_remote_range,,
20260430060000,20260430060000_ar_estimates_share_token.sql,high,security/auth,inside_remote_range,,
20260430060001,20260430060001_post_comments_notification_trigger.sql,high,security/auth,inside_remote_range,,
20260430070000,20260430070000_ar_workorder_share_token.sql,high,security/auth,inside_remote_range,,
20260430080000,20260430080000_ar_service_catalog.sql,high,security/auth,inside_remote_range,,
20260430090000,20260430090000_ar_customer_notes.sql,high,security/auth,inside_remote_range,,
20260501035030,20260501035030_d115fb84-ba81-4c99-be35-929819e62de0.sql,high,security/auth,inside_remote_range,,
20260501100000,20260501100000_threat_intel.sql,high,security/auth,inside_remote_range,,
20260501110000,20260501110000_auto_block_threat.sql,high,security/auth,inside_remote_range,,
20260501120000,20260501120000_blocklist_cleanup.sql,high,security/auth,inside_remote_range,,
20260501130000,20260501130000_user_blocklist.sql,high,security/auth,inside_remote_range,,
20260501140000,20260501140000_auto_revoke_blocked_sessions.sql,high,security/auth,inside_remote_range,,
20260501150000,20260501150000_new_device_login_alert.sql,high,security/auth,inside_remote_range,,
20260501160000,20260501160000_my_recent_logins.sql,high,security/auth,inside_remote_range,,
20260501170000,20260501170000_audit_admin_pii_read.sql,high,security/auth,inside_remote_range,,
20260501180000,20260501180000_login_country_tracking.sql,high,security/auth,inside_remote_range,,
20260502140000,20260502140000_daily_coin_reward.sql,high,security/auth,inside_remote_range,,
20260503161421,20260503161421_d62c4e48-63fa-43d1-b12d-2bdc57d0ab51.sql,high,security/auth,inside_remote_range,,
20260503161506,20260503161506_2a15cd86-e3bb-4e21-8ffa-390e2a8b3935.sql,high,security/auth,inside_remote_range,,
20260503161537,20260503161537_599a5382-0d26-4b61-8702-6ba21955d14b.sql,high,security/auth,inside_remote_range,,
20260503161835,20260503161835_6155f35e-3098-4f7e-bbe0-7b2045df6be7.sql,high,security/auth,inside_remote_range,,
20260503170039,20260503170039_551bbffb-8cd9-42a0-81d1-10243344a2dd.sql,high,security/auth,inside_remote_range,,
20260503181000,20260503181000_post_comments_post_id_to_text.sql,high,security/auth,inside_remote_range,,
20260503181500,20260503181500_post_comments_pinning.sql,high,security/auth,inside_remote_range,,
20260503184000,20260503184000_user_posts_is_pinned.sql,high,security/auth,inside_remote_range,,
20260504163000,20260504163000_fix_group_member_function_permissions.sql,high,security/auth,inside_remote_range,,
20260504204817,20260504204817_f956ca1a-3304-4c81-8892-3b7ca1ee3a92.sql,high,security/auth,inside_remote_range,,
20260504204956,20260504204956_978b603d-266c-4565-a5f7-f4ea8b5f0b84.sql,high,security/auth,inside_remote_range,,
20260504205156,20260504205156_de66f12c-ec3d-432f-a717-6da8b353a555.sql,high,security/auth,inside_remote_range,,
20260505180000,20260505180000_chat_super_app_features.sql,high,security/auth,inside_remote_range,,
20260505184000,20260505184000_review_and_rating_system.sql,high,security/auth,inside_remote_range,,
20260505190000,20260505190000_p2p_transfers_and_expenses.sql,high,security/auth,inside_remote_range,,
20260505200000,20260505200000_user_wallet_loyalty_partner.sql,high,security/auth,inside_remote_range,,
20260505210000,20260505210000_super_app_mega_features.sql,high,security/auth,inside_remote_range,,
20260506211527,20260506211527_get_nearby_drivers_freshness_filter.sql,high,security/auth,inside_remote_range,,
20260506220000,20260506220000_employee_workflow.sql,high,security/auth,inside_remote_range,,
20260507165352,20260507165352_fix_user_followers_triggers.sql,high,security/auth,inside_remote_range,,
20260507200000,20260507200000_of_creator_discovery_filter.sql,high,security/auth,inside_remote_range,,
20260508120000,20260508120000_bots_botfather.sql,high,security/auth,inside_remote_range,,
20260509120000,20260509120000_unified_notifications.sql,high,security/auth,inside_remote_range,,
20260509130000,20260509130000_notifications_followups.sql,high,security/auth,inside_remote_range,,
20260509140000,20260509140000_provider_side_notifications.sql,high,security/auth,inside_remote_range,,
20260509150000,20260509150000_notification_logs_admin_read.sql,high,security/auth,inside_remote_range,,
20260509160000,20260509160000_hotel_detail_rpc.sql,high,security/auth,inside_remote_range,,
20260509170000,20260509170000_live_and_payout_notifications.sql,high,security/auth,inside_remote_range,,
20260509180000,20260509180000_notifications_cron_schedule.sql,high,security/auth,inside_remote_range,,
20260509190000,20260509190000_weekly_digest_schedule.sql,low,security/auth,inside_remote_range,,
20260509200000,20260509200000_grouped_social_notifications.sql,high,security/auth,inside_remote_range,,
20260509210000,20260509210000_notifications_snooze.sql,high,security/auth,inside_remote_range,,
20260509230000,20260509230000_make_like_trigger_nonfatal.sql,high,security/auth,inside_remote_range,,
20260516120000,20260516120000_api_performance_indexes_access_rpc.sql,high,security/auth,inside_remote_range,,
20260518204722,20260518204722_drop_duplicate_performance_indexes.sql,high,security/auth,inside_remote_range,,
20260518211811,20260518211811_49b7bf33-0df5-4958-b069-56909236fb7f.sql,high,security/auth,inside_remote_range,,
20260518212635,20260518212635_68d6af92-12cc-461e-9de3-29abe4078d1c.sql,high,security/auth,inside_remote_range,,
20260518212846,20260518212846_83119079-584b-44e8-b2ac-cfb145734558.sql,low,commerce/store,inside_remote_range,,
20260518213331,20260518213331_cd2fdeab-c575-424c-9f68-17ae21690f0f.sql,high,security/auth,inside_remote_range,,
20260518213658,20260518213658_0ec29768-2f64-4a2e-b191-1b0db6d4b9c7.sql,medium,security/auth,inside_remote_range,,
20260518220000,20260518220000_feed_perf_and_maintenance.sql,high,security/auth,inside_remote_range,,
20260518230000,20260518230000_saved_collections.sql,high,security/auth,inside_remote_range,,
20260518230100,20260518230100_post_products.sql,high,security/auth,inside_remote_range,,
20260519000000,20260519000000_user_posts_visibility_fix.sql,high,security/auth,inside_remote_range,,
20260519010000,20260519010000_profile_pinned_posts.sql,high,security/auth,inside_remote_range,,
20260519205055,20260519205055_1820de69-2763-479d-9d20-8fb639c9c4ee.sql,high,security/auth,inside_remote_range,,
20260519205318,20260519205318_b3ccd9d8-8345-4dd3-a426-e1e7f58375c1.sql,high,security/auth,inside_remote_range,,
20260520211411,20260520211411_fix_p2p_notify_public_profiles_name.sql,high,security/auth,inside_remote_range,,
20260520212616,20260520212616_fix_p2p_request_rpc_roles.sql,high,security/auth,inside_remote_range,,
20260521020631,20260521020631_repair_store_product_storage_paths.sql,high,security/auth,inside_remote_range,,
20260521144500,20260521144500_home_realtime_publication.sql,low,security/auth,inside_remote_range,,
20260521181545,20260521181545_platform_search_performance_indexes.sql,medium,security/auth,inside_remote_range,,
20260521183500,20260521183500_network_security_events.sql,high,security/auth,inside_remote_range,,
20260522012300,20260522012300_database_security_forward_hardening.sql,high,security/auth,inside_remote_range,,
20260522120000,20260522120000_service_bookings_delete_policy.sql,high,security/auth,inside_remote_range,,
20260522130000,20260522130000_store_products_delete_policy.sql,high,security/auth,inside_remote_range,,
20260524000000,20260524000000_store_profiles_owner_insert_policy.sql,high,security/auth,inside_remote_range,,
20260524010000,20260524010000_store_payment_settings.sql,high,security/auth,inside_remote_range,,
20260524020000,20260524020000_salon_services.sql,high,security/auth,inside_remote_range,,
20260524030000,20260524030000_salon_stylists.sql,high,security/auth,inside_remote_range,,
20260524040000,20260524040000_salon_clients.sql,high,security/auth,inside_remote_range,,
20260524050000,20260524050000_salon_bookings.sql,high,security/auth,inside_remote_range,,
20260524060000,20260524060000_salon_expenses.sql,high,security/auth,inside_remote_range,,
20260524070000,20260524070000_salon_waitlist_and_schedules.sql,high,security/auth,inside_remote_range,,
20260524080000,20260524080000_salon_packages_retail_loyalty_reviews.sql,high,security/auth,inside_remote_range,,
20260524090000,20260524090000_salon_booking_completion_hooks.sql,high,security/auth,inside_remote_range,,
20260524100000,20260524100000_salon_booking_retail_items.sql,high,security/auth,inside_remote_range,,
20260524110000,20260524110000_salon_public_booking_security.sql,high,security/auth,inside_remote_range,,
20260524120000,20260524120000_salon_auto_expire_pending.sql,high,travel/lodging,inside_remote_range,,
20260524130000,20260524130000_salon_public_booking_lookup.sql,high,security/auth,inside_remote_range,,
20260524140000,20260524140000_salon_blockouts.sql,high,security/auth,inside_remote_range,,
20260524150000,20260524150000_salon_store_closures.sql,high,security/auth,inside_remote_range,,
20260524160000,20260524160000_salon_gift_cards.sql,high,security/auth,inside_remote_range,,
20260524170000,20260524170000_salon_time_entries.sql,high,security/auth,inside_remote_range,,
20260524180000,20260524180000_salon_bookings_deposit_and_referral.sql,high,chat/social,inside_remote_range,,
20260524190000,20260524190000_salon_public_stylist_and_review_rpcs.sql,high,security/auth,inside_remote_range,,
20260524200000,20260524200000_salon_public_booking_sanitize_deposit_paid.sql,high,security/auth,inside_remote_range,,
20260524210000,20260524210000_salon_booking_addons_and_commission_payouts.sql,high,security/auth,inside_remote_range,,
20260524220000,20260524220000_salon_bookings_realtime_publication.sql,high,chat/social,inside_remote_range,,
20260524230000,20260524230000_salon_booking_addons_rollup.sql,high,travel/lodging,inside_remote_range,,
20260524240000,20260524240000_salon_loyalty_includes_addons.sql,high,commerce/store,inside_remote_range,,
20260524250000,20260524250000_salon_public_get_booking_with_addons.sql,high,security/auth,inside_remote_range,,
20260524260000,20260524260000_salon_addons_rollup_end_at.sql,high,travel/lodging,inside_remote_range,,
20260524270000,20260524270000_salon_sidebar_badges_realtime.sql,high,chat/social,inside_remote_range,,
20260524280000,20260524280000_salon_completion_sync_restore_retail.sql,high,security/auth,inside_remote_range,,
20260524290000,20260524290000_salon_no_show_count_sync.sql,high,chat/social,inside_remote_range,,
20260524300000,20260524300000_salon_clients_tags_and_no_show_count.sql,high,commerce/store,inside_remote_range,,
20260524310000,20260524310000_salon_clients_tags_limits.sql,high,chat/social,inside_remote_range,,
20260524320000,20260524320000_salon_public_stylist_busy.sql,high,security/auth,inside_remote_range,,
20260524330000,20260524330000_salon_retail_sku_unique.sql,low,commerce/store,inside_remote_range,,
20260524340000,20260524340000_salon_bookings_cancellation_reason_limit.sql,high,travel/lodging,inside_remote_range,,
20260524350000,20260524350000_salon_public_get_booking_with_ids_and_cancel_window.sql,high,security/auth,inside_remote_range,,
20260524360000,20260524360000_salon_reminders.sql,high,security/auth,inside_remote_range,,
20260524370000,20260524370000_salon_customer_portal.sql,high,security/auth,inside_remote_range,,
20260524380000,20260524380000_salon_reminders_followup.sql,high,security/auth,inside_remote_range,,
20260524390000,20260524390000_salon_campaigns.sql,high,security/auth,inside_remote_range,,
20260524400000,20260524400000_salon_stripe_deposits.sql,high,security/auth,inside_remote_range,,
20260524410000,20260524410000_salon_public_booking_returns_refunded_cents.sql,high,security/auth,inside_remote_range,,
20260524420000,20260524420000_salon_no_show_fees.sql,high,security/auth,inside_remote_range,,
20260525000000,20260525000000_cafe_categories.sql,high,security/auth,inside_remote_range,,
20260525010000,20260525010000_cafe_menu_items.sql,high,security/auth,inside_remote_range,,
20260525020000,20260525020000_cafe_modifiers.sql,high,security/auth,inside_remote_range,,
20260525030000,20260525030000_cafe_tables.sql,high,security/auth,inside_remote_range,,
20260525040000,20260525040000_cafe_orders.sql,high,security/auth,inside_remote_range,,
20260525050000,20260525050000_cafe_order_items.sql,high,security/auth,inside_remote_range,,
20260525060000,20260525060000_cafe_payments.sql,high,security/auth,inside_remote_range,,
